PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
957,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",0,30.272590361445783,0,0,F.C.C. 13534,21.0,B57 B59 B63 B66,2,1
958,3,"Burns, Miss. Mary Delia",0,18.0,0,0,330963,7.8792,B57 B59 B63 B66,1,0
959,1,"Moore, Mr. Clarence Bloomfield",1,47.0,0,0,113796,42.4,B57 B59 B63 B66,2,0
960,1,"Tucker, Mr. Gilbert Milligan Jr",1,31.0,0,0,2543,28.5375,C53,0,1
961,1,"Fortune, Mrs. Mark (Mary McDougald)",0,60.0,1,4,19950,263.0,C23 C25 C27,2,1
962,3,"Mulvihill, Miss. Bertha E",0,24.0,0,0,382653,7.75,B57 B59 B63 B66,1,0
963,3,"Minkoff, Mr. Lazar",1,21.0,0,0,349211,7.8958,B57 B59 B63 B66,2,0
964,3,"Nieminen, Miss. Manta Josefina",0,29.0,0,0,3101297,7.925,B57 B59 B63 B66,2,0
965,1,"Ovies y Rodriguez, Mr. Servando",1,28.5,0,0,PC 17562,27.7208,D43,0,1
966,1,"Geiger, Miss. Amalie",0,35.0,0,0,113503,211.5,C130,0,1
967,1,"Keeping, Mr. Edwin",1,32.5,0,0,113503,211.5,C132,0,0
968,3,"Miles, Mr. Frank",1,30.272590361445783,0,0,359306,8.05,B57 B59 B63 B66,2,0
969,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",0,55.0,2,0,11770,25.7,C101,2,1
970,2,"Aldworth, Mr. Charles Augustus",1,30.0,0,0,248744,13.0,B57 B59 B63 B66,2,0
971,3,"Doyle, Miss. Elizabeth",0,24.0,0,0,368702,7.75,B57 B59 B63 B66,1,0
972,3,"Boulos, Master. Akar",1,6.0,1,1,2678,15.2458,B57 B59 B63 B66,0,1
973,1,"Straus, Mr. Isidor",1,67.0,1,0,PC 17483,221.7792,C55 C57,2,0
974,1,"Case, Mr. Howard Brown",1,49.0,0,0,19924,26.0,B57 B59 B63 B66,2,1
975,3,"Demetri, Mr. Marinko",1,30.272590361445783,0,0,349238,7.8958,B57 B59 B63 B66,2,0
976,2,"Lamb, Mr. John Joseph",1,30.272590361445783,0,0,240261,10.7083,B57 B59 B63 B66,1,0
977,3,"Khalil, Mr. Betros",1,30.272590361445783,1,0,2660,14.4542,B57 B59 B63 B66,0,0
978,3,"Barry, Miss. Julia",0,27.0,0,0,330844,7.8792,B57 B59 B63 B66,1,0
979,3,"Badman, Miss. Emily Louisa",0,18.0,0,0,A/4 31416,8.05,B57 B59 B63 B66,2,0
980,3,"O'Donoghue, Ms. Bridget",0,30.272590361445783,0,0,364856,7.75,B57 B59 B63 B66,1,0
981,2,"Wells, Master. Ralph Lester",1,2.0,1,1,29103,23.0,B57 B59 B63 B66,2,1
982,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",0,22.0,1,0,347072,13.9,B57 B59 B63 B66,2,0
983,3,"Pedersen, Mr. Olaf",1,30.272590361445783,0,0,345498,7.775,B57 B59 B63 B66,2,0
984,1,"Davidson, Mrs. Thornton (Orian Hays)",0,27.0,1,2,F.C. 12750,52.0,B71,2,0
985,3,"Guest, Mr. Robert",1,30.272590361445783,0,0,376563,8.05,B57 B59 B63 B66,2,0
986,1,"Birnbaum, Mr. Jakob",1,25.0,0,0,13905,26.0,B57 B59 B63 B66,0,1
987,3,"Tenglin, Mr. Gunnar Isidor",1,25.0,0,0,350033,7.7958,B57 B59 B63 B66,2,0
988,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",0,76.0,1,0,19877,78.85,C46,2,1
989,3,"Makinen, Mr. Kalle Edvard",1,29.0,0,0,STON/O 2. 3101268,7.925,B57 B59 B63 B66,2,0
990,3,"Braf, Miss. Elin Ester Maria",0,20.0,0,0,347471,7.8542,B57 B59 B63 B66,2,0
991,3,"Nancarrow, Mr. William Henry",1,33.0,0,0,A./5. 3338,8.05,B57 B59 B63 B66,2,0
992,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",0,43.0,1,0,11778,55.4417,C116,0,1
993,2,"Weisz, Mr. Leopold",1,27.0,1,0,228414,26.0,B57 B59 B63 B66,2,0
994,3,"Foley, Mr. William",1,30.272590361445783,0,0,365235,7.75,B57 B59 B63 B66,1,0
995,3,"Johansson Palmquist, Mr. Oskar Leander",1,26.0,0,0,347070,7.775,B57 B59 B63 B66,2,0
996,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",0,16.0,1,1,2625,8.5167,B57 B59 B63 B66,0,0
997,3,"Holthen, Mr. Johan Martin",1,28.0,0,0,C 4001,22.525,B57 B59 B63 B66,2,0
998,3,"Buckley, Mr. Daniel",1,21.0,0,0,330920,7.8208,B57 B59 B63 B66,1,0
999,3,"Ryan, Mr. Edward",1,30.272590361445783,0,0,383162,7.75,B57 B59 B63 B66,1,0
1000,3,"Willer, Mr. Aaron (Abi Weller"")""",1,30.272590361445783,0,0,3410,8.7125,B57 B59 B63 B66,2,0
1001,2,"Swane, Mr. George",1,18.5,0,0,248734,13.0,F,2,0
1002,2,"Stanton, Mr. Samuel Ward",1,41.0,0,0,237734,15.0458,B57 B59 B63 B66,0,0
1003,3,"Shine, Miss. Ellen Natalia",0,30.272590361445783,0,0,330968,7.7792,B57 B59 B63 B66,1,0
1004,1,"Evans, Miss. Edith Corse",0,36.0,0,0,PC 17531,31.6792,A29,0,1
1005,3,"Buckley, Miss. Katherine",0,18.5,0,0,329944,7.2833,B57 B59 B63 B66,1,1
1006,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",0,63.0,1,0,PC 17483,221.7792,C55 C57,2,1
1007,3,"Chronopoulos, Mr. Demetrios",1,18.0,1,0,2680,14.4542,B57 B59 B63 B66,0,1
1008,3,"Thomas, Mr. John",1,30.272590361445783,0,0,2681,6.4375,B57 B59 B63 B66,0,0
1009,3,"Sandstrom, Miss. Beatrice Irene",0,1.0,1,1,PP 9549,16.7,G6,2,0
1010,1,"Beattie, Mr. Thomson",1,36.0,0,0,13050,75.2417,C6,0,0
1011,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",0,29.0,1,0,SC/AH 29037,26.0,B57 B59 B63 B66,2,1
1012,2,"Watt, Miss. Bertha J",0,12.0,0,0,C.A. 33595,15.75,B57 B59 B63 B66,2,1
1013,3,"Kiernan, Mr. John",1,30.272590361445783,1,0,367227,7.75,B57 B59 B63 B66,1,0
1014,1,"Schabert, Mrs. Paul (Emma Mock)",0,35.0,1,0,13236,57.75,C28,0,1
1015,3,"Carver, Mr. Alfred John",1,28.0,0,0,392095,7.25,B57 B59 B63 B66,2,0
1016,3,"Kennedy, Mr. John",1,30.272590361445783,0,0,368783,7.75,B57 B59 B63 B66,1,0
1017,3,"Cribb, Miss. Laura Alice",0,17.0,0,1,371362,16.1,B57 B59 B63 B66,2,0
1018,3,"Brobeck, Mr. Karl Rudolf",1,22.0,0,0,350045,7.7958,B57 B59 B63 B66,2,0
1019,3,"McCoy, Miss. Alicia",0,30.272590361445783,2,0,367226,23.25,B57 B59 B63 B66,1,1
1020,2,"Bowenur, Mr. Solomon",1,42.0,0,0,211535,13.0,B57 B59 B63 B66,2,0
1021,3,"Petersen, Mr. Marius",1,24.0,0,0,342441,8.05,B57 B59 B63 B66,2,0
1022,3,"Spinner, Mr. Henry John",1,32.0,0,0,STON/OQ. 369943,8.05,B57 B59 B63 B66,2,0
1023,1,"Gracie, Col. Archibald IV",1,53.0,0,0,113780,28.5,C51,0,1
1024,3,"Lefebre, Mrs. Frank (Frances)",0,30.272590361445783,0,4,4133,25.4667,B57 B59 B63 B66,2,0
1025,3,"Thomas, Mr. Charles P",1,30.272590361445783,1,0,2621,6.4375,B57 B59 B63 B66,0,0
1026,3,"Dintcheff, Mr. Valtcho",1,43.0,0,0,349226,7.8958,B57 B59 B63 B66,2,0
1027,3,"Carlsson, Mr. Carl Robert",1,24.0,0,0,350409,7.8542,B57 B59 B63 B66,2,0
1028,3,"Zakarian, Mr. Mapriededer",1,26.5,0,0,2656,7.225,B57 B59 B63 B66,0,0
1029,2,"Schmidt, Mr. August",1,26.0,0,0,248659,13.0,B57 B59 B63 B66,2,0
1030,3,"Drapkin, Miss. Jennie",0,23.0,0,0,SOTON/OQ 392083,8.05,B57 B59 B63 B66,2,0
1031,3,"Goodwin, Mr. Charles Frederick",1,40.0,1,6,CA 2144,46.9,B57 B59 B63 B66,2,0
1032,3,"Goodwin, Miss. Jessie Allis",0,10.0,5,2,CA 2144,46.9,B57 B59 B63 B66,2,0
1033,1,"Daniels, Miss. Sarah",0,33.0,0,0,113781,151.55,B57 B59 B63 B66,2,1
1034,1,"Ryerson, Mr. Arthur Larned",1,61.0,1,3,PC 17608,262.375,B57 B59 B63 B66,0,0
1035,2,"Beauchamp, Mr. Henry James",1,28.0,0,0,244358,26.0,B57 B59 B63 B66,2,0
1036,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",1,42.0,0,0,17475,26.55,B57 B59 B63 B66,2,1
1037,3,"Vander Planke, Mr. Julius",1,31.0,3,0,345763,18.0,B57 B59 B63 B66,2,1
1038,1,"Hilliard, Mr. Herbert Henry",1,30.272590361445783,0,0,17463,51.8625,E46,2,0
1039,3,"Davies, Mr. Evan",1,22.0,0,0,SC/A4 23568,8.05,B57 B59 B63 B66,2,0
1040,1,"Crafton, Mr. John Bertram",1,30.272590361445783,0,0,113791,26.55,B57 B59 B63 B66,2,1
1041,2,"Lahtinen, Rev. William",1,30.0,1,1,250651,26.0,B57 B59 B63 B66,2,0
1042,1,"Earnshaw, Mrs. Boulton (Olive Potter)",0,23.0,0,1,11767,83.1583,C54,0,1
1043,3,"Matinoff, Mr. Nicola",1,30.272590361445783,0,0,349255,7.8958,B57 B59 B63 B66,0,0
1044,3,"Storey, Mr. Thomas",1,60.5,0,0,3701,7.75,B57 B59 B63 B66,2,0
1045,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",0,36.0,0,2,350405,12.1833,B57 B59 B63 B66,2,1
1046,3,"Asplund, Master. Filip Oscar",1,13.0,4,2,347077,31.3875,B57 B59 B63 B66,2,0
1047,3,"Duquemin, Mr. Joseph",1,24.0,0,0,S.O./P.P. 752,7.55,B57 B59 B63 B66,2,0
1048,1,"Bird, Miss. Ellen",0,29.0,0,0,PC 17483,221.7792,C97,2,1
1049,3,"Lundin, Miss. Olga Elida",0,23.0,0,0,347469,7.8542,B57 B59 B63 B66,2,0
1050,1,"Borebank, Mr. John James",1,42.0,0,0,110489,26.55,D22,2,1
1051,3,"Peacock, Mrs. Benjamin (Edith Nile)",0,26.0,0,2,SOTON/O.Q. 3101315,13.775,B57 B59 B63 B66,2,1
1052,3,"Smyth, Miss. Julia",0,30.272590361445783,0,0,335432,7.7333,B57 B59 B63 B66,1,1
1053,3,"Touma, Master. Georges Youssef",1,7.0,1,1,2650,15.2458,B57 B59 B63 B66,0,0
1054,2,"Wright, Miss. Marion",0,26.0,0,0,220844,13.5,B57 B59 B63 B66,2,1
1055,3,"Pearce, Mr. Ernest",1,30.272590361445783,0,0,343271,7.0,B57 B59 B63 B66,2,0
1056,2,"Peruschitz, Rev. Joseph Maria",1,41.0,0,0,237393,13.0,B57 B59 B63 B66,2,0
1057,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",0,26.0,1,1,315153,22.025,B57 B59 B63 B66,2,1
1058,1,"Brandeis, Mr. Emil",1,48.0,0,0,PC 17591,50.4958,B10,0,0
1059,3,"Ford, Mr. Edward Watson",1,18.0,2,2,W./C. 6608,34.375,B57 B59 B63 B66,2,0
1060,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",0,30.272590361445783,0,0,17770,27.7208,B57 B59 B63 B66,0,1
1061,3,"Hellstrom, Miss. Hilda Maria",0,22.0,0,0,7548,8.9625,B57 B59 B63 B66,2,1
1062,3,"Lithman, Mr. Simon",1,30.272590361445783,0,0,S.O./P.P. 251,7.55,B57 B59 B63 B66,2,0
1063,3,"Zakarian, Mr. Ortin",1,27.0,0,0,2670,7.225,B57 B59 B63 B66,0,0
1064,3,"Dyker, Mr. Adolf Fredrik",1,23.0,1,0,347072,13.9,B57 B59 B63 B66,2,0
1065,3,"Torfa, Mr. Assad",1,30.272590361445783,0,0,2673,7.2292,B57 B59 B63 B66,0,0
1066,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",1,40.0,1,5,347077,31.3875,B57 B59 B63 B66,2,0
1067,2,"Brown, Miss. Edith Eileen",0,15.0,0,2,29750,39.0,B57 B59 B63 B66,2,1
1068,2,"Sincock, Miss. Maude",0,20.0,0,0,C.A. 33112,36.75,B57 B59 B63 B66,2,1
1069,1,"Stengel, Mr. Charles Emil Henry",1,54.0,1,0,11778,55.4417,C116,0,0
1070,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",0,36.0,0,3,230136,39.0,F4,2,1
1071,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",0,64.0,0,2,PC 17756,83.1583,E45,0,1
1072,2,"McCrie, Mr. James Matthew",1,30.0,0,0,233478,13.0,B57 B59 B63 B66,2,0
1073,1,"Compton, Mr. Alexander Taylor Jr",1,37.0,1,1,PC 17756,83.1583,E52,0,0
1074,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",0,18.0,1,0,113773,53.1,D30,2,1
1075,3,"Lane, Mr. Patrick",1,30.272590361445783,0,0,7935,7.75,B57 B59 B63 B66,1,0
1076,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",0,27.0,1,1,PC 17558,247.5208,B58 B60,0,1
1077,2,"Maybery, Mr. Frank Hubert",1,40.0,0,0,239059,16.0,B57 B59 B63 B66,2,0
1078,2,"Phillips, Miss. Alice Frances Louisa",0,21.0,0,1,S.O./P.P. 2,21.0,B57 B59 B63 B66,2,1
1079,3,"Davies, Mr. Joseph",1,17.0,2,0,A/4 48873,8.05,B57 B59 B63 B66,2,0
1080,3,"Sage, Miss. Ada",0,30.272590361445783,8,2,CA. 2343,69.55,B57 B59 B63 B66,2,0
1081,2,"Veal, Mr. James",1,40.0,0,0,28221,13.0,B57 B59 B63 B66,2,0
1082,2,"Angle, Mr. William A",1,34.0,1,0,226875,26.0,B57 B59 B63 B66,2,0
1083,1,"Salomon, Mr. Abraham L",1,30.272590361445783,0,0,111163,26.0,B57 B59 B63 B66,2,1
1084,3,"van Billiard, Master. Walter John",1,11.5,1,1,A/5. 851,14.5,B57 B59 B63 B66,2,0
1085,2,"Lingane, Mr. John",1,61.0,0,0,235509,12.35,B57 B59 B63 B66,1,0
1086,2,"Drew, Master. Marshall Brines",1,8.0,0,2,28220,32.5,B57 B59 B63 B66,2,0
1087,3,"Karlsson, Mr. Julius Konrad Eugen",1,33.0,0,0,347465,7.8542,B57 B59 B63 B66,2,0
1088,1,"Spedden, Master. Robert Douglas",1,6.0,0,2,16966,134.5,E34,0,1
1089,3,"Nilsson, Miss. Berta Olivia",0,18.0,0,0,347066,7.775,B57 B59 B63 B66,2,0
1090,2,"Baimbrigge, Mr. Charles Robert",1,23.0,0,0,C.A. 31030,10.5,B57 B59 B63 B66,2,0
1091,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",0,30.272590361445783,0,0,65305,8.1125,B57 B59 B63 B66,2,0
1092,3,"Murphy, Miss. Nora",0,30.272590361445783,0,0,36568,15.5,B57 B59 B63 B66,1,1
1093,3,"Danbom, Master. Gilbert Sigvard Emanuel",1,0.33,0,2,347080,14.4,B57 B59 B63 B66,2,1
1094,1,"Astor, Col. John Jacob",1,47.0,1,0,PC 17757,227.525,C62 C64,0,0
1095,2,"Quick, Miss. Winifred Vera",0,8.0,1,1,26360,26.0,B57 B59 B63 B66,2,1
1096,2,"Andrew, Mr. Frank Thomas",1,25.0,0,0,C.A. 34050,10.5,B57 B59 B63 B66,2,0
1097,1,"Omont, Mr. Alfred Fernand",1,30.272590361445783,0,0,F.C. 12998,25.7417,B57 B59 B63 B66,0,0
1098,3,"McGowan, Miss. Katherine",0,35.0,0,0,9232,7.75,B57 B59 B63 B66,1,0
1099,2,"Collett, Mr. Sidney C Stuart",1,24.0,0,0,28034,10.5,B57 B59 B63 B66,2,0
1100,1,"Rosenbaum, Miss. Edith Louise",0,33.0,0,0,PC 17613,27.7208,A11,0,1
1101,3,"Delalic, Mr. Redjo",1,25.0,0,0,349250,7.8958,B57 B59 B63 B66,2,0
1102,3,"Andersen, Mr. Albert Karvin",1,32.0,0,0,C 4001,22.525,B57 B59 B63 B66,2,0
1103,3,"Finoli, Mr. Luigi",1,30.272590361445783,0,0,SOTON/O.Q. 3101308,7.05,B57 B59 B63 B66,2,0
1104,2,"Deacon, Mr. Percy William",1,17.0,0,0,S.O.C. 14879,73.5,B57 B59 B63 B66,2,0
1105,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",0,60.0,1,0,24065,26.0,B57 B59 B63 B66,2,0
1106,3,"Andersson, Miss. Ida Augusta Margareta",0,38.0,4,2,347091,7.775,B57 B59 B63 B66,2,0
1107,1,"Head, Mr. Christopher",1,42.0,0,0,113038,42.5,B11,2,0
1108,3,"Mahon, Miss. Bridget Delia",0,30.272590361445783,0,0,330924,7.8792,B57 B59 B63 B66,1,0
1109,1,"Wick, Mr. George Dennick",1,57.0,1,1,36928,164.8667,B57 B59 B63 B66,2,0
1110,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",0,50.0,1,1,113503,211.5,C80,0,1
1111,3,"Thomson, Mr. Alexander Morrison",1,30.272590361445783,0,0,32302,8.05,B57 B59 B63 B66,2,0
1112,2,"Duran y More, Miss. Florentina",0,30.0,1,0,SC/PARIS 2148,13.8583,B57 B59 B63 B66,0,1
1113,3,"Reynolds, Mr. Harold J",1,21.0,0,0,342684,8.05,B57 B59 B63 B66,2,0
1114,2,"Cook, Mrs. (Selena Rogers)",0,22.0,0,0,W./C. 14266,10.5,F33,2,1
1115,3,"Karlsson, Mr. Einar Gervasius",1,21.0,0,0,350053,7.7958,B57 B59 B63 B66,2,0
1116,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",0,53.0,0,0,PC 17606,27.4458,B57 B59 B63 B66,0,1
1117,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",0,30.272590361445783,0,2,2661,15.2458,B57 B59 B63 B66,0,1
1118,3,"Asplund, Mr. Johan Charles",1,23.0,0,0,350054,7.7958,B57 B59 B63 B66,2,0
1119,3,"McNeill, Miss. Bridget",0,30.272590361445783,0,0,370368,7.75,B57 B59 B63 B66,1,0
1120,3,"Everett, Mr. Thomas James",1,40.5,0,0,C.A. 6212,15.1,B57 B59 B63 B66,2,0
1121,2,"Hocking, Mr. Samuel James Metcalfe",1,36.0,0,0,242963,13.0,B57 B59 B63 B66,2,0
1122,2,"Sweet, Mr. George Frederick",1,14.0,0,0,220845,65.0,B57 B59 B63 B66,2,0
1123,1,"Willard, Miss. Constance",0,21.0,0,0,113795,26.55,B57 B59 B63 B66,2,1
1124,3,"Wiklund, Mr. Karl Johan",1,21.0,1,0,3101266,6.4958,B57 B59 B63 B66,2,0
1125,3,"Linehan, Mr. Michael",1,30.272590361445783,0,0,330971,7.8792,B57 B59 B63 B66,1,0
1126,1,"Cumings, Mr. John Bradley",1,39.0,1,0,PC 17599,71.2833,C85,0,0
1127,3,"Vendel, Mr. Olof Edvin",1,20.0,0,0,350416,7.8542,B57 B59 B63 B66,2,0
1128,1,"Warren, Mr. Frank Manley",1,64.0,1,0,110813,75.25,D37,0,0
1129,3,"Baccos, Mr. Raffull",1,20.0,0,0,2679,7.225,B57 B59 B63 B66,0,1
1130,2,"Hiltunen, Miss. Marta",0,18.0,1,1,250650,13.0,B57 B59 B63 B66,2,1
1131,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",0,48.0,1,0,PC 17761,106.425,C86,0,1
1132,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",0,55.0,0,0,112377,27.7208,B57 B59 B63 B66,0,1
